Type NM Description,PersonID NM,ReportNumber NM,ActionPriorToCrash NM,ActionPriorToCrash NM Description,Age NM,City NM,ContactPoint NM,ContactPoint NM Description,DistractedByAction NM,DistractedByAction NM Description,DistractedBySource,DistractedBySource Description,Gender NM,IncidentResponder NM,IncidentResponder NM Description,InjuryStatus NM,InjuryStatus NM Description,Location NM,Location NM Description,OriginDestination NM,OriginDestination NM Description,State NM,StruckByVehID NM,Type NM,Unknown NM,ZipCode NM
Pedestrian,fcbfb02d-76a4-4a74-8b9e-019b1d19bf36,ADH173006V,101,Cross/Enter Not at Intersection,11,BALTIMORE,99,Unknown,03,"Other Action (looking away from task, etc.)",99,Unknown,M,01,No,02,Suspected Serious Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,70ec1033-a53d-415c-995e-f7ecc8a970b1,06,N,21230
Cyclist (Electric),0d3e1ca9-1319-4548-8aa4-ff2e73c85938,ADH173006Y,100,Cross/Enter at Intersection,26,MIDDLE RIVER,03,Right,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,03,Intersection – Other,97,Not Applicable,MD,a3f270cb-4a51-4119-b0ca-b2788a5d9db5,100,N,21220
Pedestrian,32185d74-b39f-4f57-8402-6ccc70d57c6e,ADH36400DV,99,Unknown,39,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,99,Unknown,97,Not Applicable,MD,e9bca968-0d8c-42d5-b659-ff368ff5adea,06,N,21234
Pedestrian,f81ff8d8-ce2a-4baa-a977-2f24a9f50eee,ADH4810036,100,Cross/Enter at Intersection,45,BALTIMORE,03,Right,00,Not Distracted,,,F,01,No,02,Suspected Serious Injury,02,Intersection – Unmarked Crosswalk,97,Not Applicable,MD,4425592c-8a97-4e1d-b263-4840a54ecc8f,06,N,21217
Pedestrian,b95775cb-df00-4ba4-abd3-0c429f2a84c4,ADH5140029,101,Cross/Enter Not at Intersection,8,BALTIMORE,03,Right,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,01,School,MD,289d0527-fb43-4be3-a319-bd46b0165a74,06,N,21206
Pedestrian,1d5f9e24-a27a-47ce-a6a6-3254d5077ea7,ADH55200G6,102,Standing,52,BALTIMORE,06,Rear,00,Not Distracted,,,M,01,No,05,No Apparent Injury,98,Other,97,Not Applicable,MD,afaf816b-5a50-4925-a17b-e940e875dcc2,06,N,21215
Pedestrian,c002e412-7fb4-484a-b174-864610a9cfdc,ADH55200G9,103,Getting Off/On Vehicle,32,BALTIMORE,06,Rear,00,Not Distracted,,,F,01,No,05,No Apparent Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,21ac061f-bd5e-4013-a08f-107a483643da,06,N,21215
Pedestrian,66f6fbde-77b4-42c1-898f-4fe8667bd935,ADH55200GD,101,Cross/Enter Not at Intersection,25,UNKNOWN,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,XX,8e37ef35-8bd7-4730-ba4c-0e0abd7829d4,06,N,00000
Pedestrian,76d6f132-b4b1-47dd-8a6d-b8a320dd340d,ADH55200GM,101,Cross/Enter Not at Intersection,27,BALTIMORE,09,Left,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,3526052f-b672-433b-b3e1-ed6bca631cb6,06,N,21215
Pedestrian,c9e015c9-a3a1-4d6e-961e-24d1ca0ece9e,ADH55200GS,102,Standing,26,JONESBORO,03,Right,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,98,Other,97,Not Applicable,DC,54ae12fc-cf07-4415-ae76-edfe5c710429,06,N,30238
Pedestrian,03662b7f-e743-4ece-8344-d9c3e3aafa6b,ADH55200HF,100,Cross/Enter at Intersection,6,BALTIMORE,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,01,School,MD,f903fc4a-0b4b-47cd-a542-e57c5018dcba,06,N,21215
Pedestrian,b31be890-ad3e-4a72-834c-97f1e315b7a7,ADH55200HF,100,Cross/Enter at Intersection,37,BALTIMORE,06,Rear,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,01,School,MD,f903fc4a-0b4b-47cd-a542-e57c5018dcba,06,N,21215
Pedestrian,b14ed27f-d965-4fe7-bf02-003ded347e8d,ADH55200HF,100,Cross/Enter at Intersection,5,BALTIMORE,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,01,School,MD,f903fc4a-0b4b-47cd-a542-e57c5018dcba,06,N,21215
Pedestrian,850e8a02-b474-42a3-bf1c-e3f4a989c41e,ADH56700BZ,101,Cross/Enter Not at Intersection,55,RANDALLSTOWN,09,Left,00,Not Distracted,,,M,01,No,02,Suspected Serious Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,34330154-3c89-42d2-9142-a8a36b6581dc,06,N,21244
Pedestrian,102082ef-5666-4e83-a5c0-8a5b9ef2ded8,ADH58400L1,99,Unknown,34,WINDSOR MILL,09,Left,00,Not Distracted,,,M,01,No,05,No Apparent Injury,98,Other,97,Not Applicable,MD,22e84ab7-4dbb-424b-8bf9-3004d325e597,06,N,21244
Pedestrian,ccb7b24c-8af8-4fdd-8dca-fc31f8c637d2,ADH58400LG,98,Other,5,BALTIMORE,03,Right,99,Unknown,99,Unknown,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,01,School,MD,4e85cf41-145b-4a28-b117-959cdf0f9cb5,06,N,21215
Pedestrian,9423c59d-72fe-4add-96eb-951c47568dab,ADH58400LH,00,None,22,BALTIMORE,06,Rear,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,04,Median/Crossing Island,99,Unknown,MD,4a8b3697-d8a0-43a6-959f-c0d9cd3caba5,06,N,21207
Pedestrian,80874ed2-9678-4dec-a4f0-5cf4195c468d,ADH6210039,100,Cross/Enter at Intersection,37,PENSACOLA,03,Right,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,FL,8825eee3-27dc-4ff6-b591-7251e8cbe0eb,06,N,32503
Cyclist (non-electric),29d24b05-889e-4c9a-bd67-94b2fc79c14f,ADH640005S,100,Cross/Enter at Intersection,26,BALTIMORE,03,Right,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,e7165944-a5fa-4213-b2b6-c099ad325822,101,N,21209
Pedestrian,7433095d-f22d-4c69-b4e1-cecf9af743a7,ADH6400060,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),40,BATIMORE,09,Left,99,Unknown,99,Unknown,F,01,No,02,Suspected Serious Injury,07,Travel Lane – Other Location,99,Unknown,MD,55691457-2671-404a-b9e5-a9d8ebd1e2af,06,N,21212
Pedestrian,245fc080-59ad-488f-b91a-a7b7e0295e4c,ADH6480003,98,Other,40,WALDORF,06,Rear,01,Talking/listening,99,Unknown,M,01,No,05,No Apparent Injury,07,Travel Lane – Other Location,99,Unknown,MD,b1496810-5e32-4634-a834-171c4cbbbc89,06,N,20603
Pedestrian,f9b053aa-7381-41b6-84d7-c6d7131f1e41,ADH660004Q,07,Walking/Cycling on Sidewalk,23,BALTIMORE,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,45c50323-4d63-4048-a6b4-384de4a05966,06,N,21230
Cyclist (Electric),a09f52d8-fef2-497a-8290-e219f4cf60ab,ADH6600051,99,Unknown,47,SALT LAKE CITY,99,Unknown,99,Unknown,99,Unknown,M,01,No,05,No Apparent Injury,10,On-Street Bike Lanes,99,Unknown,UT,ccef4f9c-3e18-4c59-851f-21f83ce2e7bb,100,N,84101
Unknown Type Of Non-Motorist,ac1a6bf5-b40f-4b31-a7b9-363dc85cf770,ADH665002T,100,Cross/Enter at Intersection,34,MECHANICSBURG,12,Front,99,Unknown,99,Unknown,F,01,No,04,Possible Injury,03,Intersection – Other,99,Unknown,PA,ac338694-83f7-4f30-a355-7f85a26df5b9,09,N,17055
Pedestrian,d176631b-ca99-4e80-b041-40c586989d52,ADH676000S,101,Cross/Enter Not at Intersection,58,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,01,No,02,Suspected Serious Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,5c402c98-d8dc-4170-91cf-925d6e4c0cfe,06,N,21215
Cyclist (non-electric),75d3bc7e-4fa3-4c96-8a90-dbf0a1bc1fea,ADH727009X,100,Cross/Enter at Intersection,36,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,02,Suspected Serious Injury,01,Intersection – Marked Crosswalk,02,Transit,MD,d6cab892-dabb-4ff1-ad84-9947088d5ace,101,N,21209
Pedestrian,f23d7978-43ed-4363-be25-ac48959ba99c,ADH816006R,102,Standing,68,BALTIMORE,09,Left,00,Not Distracted,,,F,02,EMS,02,Suspected Serious Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,6d6080e3-25db-42c0-a2b8-8bbd2986df0d,06,N,21211
Pedestrian,91031165-9aaf-4cae-a927-f03bfd7c71ff,ADH816006T,100,Cross/Enter at Intersection,16,BALTIMORE,12,Front,03,"Other Action (looking away from task, etc.)",99,Unknown,F,02,EMS,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,01,School,MD,77f9fd4c-b9df-465b-a0b1-de813f52671e,06,N,21213
Unknown Type Of Non-Motorist,b518b8b4-e952-41f5-85cd-a988f46a68dd,ADH8480030,99,Unknown,37,HOMELESS,12,Front,00,Not Distracted,,,F,02,EMS,04,Possible Injury,15,Non-Trafficway Area,99,Unknown,MD,704fcaa1-b99e-4c38-854c-d6e3b15fe82d,09,N,21215
Scooter (electric),1a998462-bda4-4559-954b-54c75e45e09f,ADH894003D,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),31,BALTIMORE,09,Left,00,Not Distracted,,,F,01,No,04,Possible Injury,14,Driveway Access,02,Transit,MD,9045c187-db97-407e-b25e-f39f06c8465d,102,N,21217
Pedestrian,61692de4-b44c-4099-8e19-ed109b595e17,ADH99100FP,101,Cross/Enter Not at Intersection,61,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,01,Fatal Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,3d5020c5-26ac-496e-bcab-dd80a0c6f708,06,N,21230
Scooter (electric),3c061262-163c-4294-860c-4a08ee1e9250,ADH99100FQ,98,Other,16,DUNDALK,03,Right,99,Unknown,99,Unknown,F,01,No,01,Fatal Injury,05,Midblock – Marked Crosswalk,99,Unknown,MD,9b57f4d2-c4f5-4ead-85c8-179be99f5e38,102,N,21222
Scooter (electric),24b6d8b9-dcff-4c6c-aba3-0c02d443e422,ADH99100FT,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),31,BALTIMORE,06,Rear,99,Unknown,99,Unknown,M,01,No,01,Fatal Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,359d5473-1b63-4bd5-9368-bbe191a1801c,102,N,21213
Pedestrian,c453164e-fdbb-449f-8e66-d99375133ffe,ADH99100FX,105,Other Working,60,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,01,Fatal Injury,13,Off-Street Trails/Sidepaths,97,Not Applicable,MD,77ad4ab5-e19d-4de4-97ef-8c418c1293f2,06,N,21216
Scooter (electric),78b97d86-4547-46ab-920c-942e4caa7f75,ADH992000C,98,Other,35,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,98,Other,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,3ff6ad43-c0d1-478a-9fa0-6f37c46c3755,102,N,21216
Pedestrian,90affdab-c077-4b41-9e98-b51211bff5b9,ADI0120086,100,Cross/Enter at Intersection,51,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,2cec3128-c7b8-4d38-8035-0e7b2cd6ebb8,06,N,21239
Cyclist (non-electric),888762db-5f87-471e-9459-bad9f30bacc5,ADI012008P,101,Cross/Enter Not at Intersection,10,BALTIMORE,09,Left,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,9ecb7b81-9793-419b-b9bc-e8f00c34709d,101,N,21213
Pedestrian,38f50b68-81ec-4310-9cb6-b0a3ebddd4e6,ADI012008R,101,Cross/Enter Not at Intersection,12,BALTIMORE,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,ec7f1328-474e-461a-b1cb-e6e655a7e71b,06,N,21213
Occupant of Motor Vehicle Not in Transport,f528fa98-c639-4a39-98e1-209111c1a4e2,ADI0450004,00,None,63,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,01,No,05,No Apparent Injury,15,Non-Trafficway Area,97,Not Applicable,MD,19b5ce38-c371-4c4a-a684-70fa343821b0,103,N,21214
Pedestrian,d79ebdbe-e584-41a2-ac76-4dc8288bedb8,ADI054008F,100,Cross/Enter at Intersection,54,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,F,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,97,Not Applicable,MD,eb51e29b-0e0b-412f-a821-6939d9e2907a,06,N,21239
Cyclist (non-electric),a0d9496c-a5f4-4c5d-bf76-60c9a31daf4d,ADI054008J,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),38,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,05,No Apparent Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,5e579f84-0647-4345-87da-5c9e3e549d44,101,N,21214
Cyclist (non-electric),adc524af-4d3c-4810-976f-02ef6277a6f9,ADI054008N,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),6,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,99,Unknown,97,Not Applicable,MD,b7138583-6eed-4278-ab98-1d384cd3a0f0,101,N,21239
Pedestrian,25d5598f-0628-4da5-b278-03377f5832aa,ADI056005M,98,Other,22,ESSEX,03,Right,00,Not Distracted,,,M,02,EMS,03,Suspected Minor Injury,98,Other,97,Not Applicable,MD,570573f8-ca00-436e-b1cc-68481e94e73c,06,N,21221
Occupant Of a Non-Motor Vehicle Transportation Device,7e2933cb-e785-4d5e-8e9b-5a6e25dd732b,ADI056005S,100,Cross/Enter at Intersection,16,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,01,School,MD,4abf378d-1f0e-40d9-a7ed-627d019362d8,08,N,21213
Pedestrian,54821168-ac71-4f65-8701-46e3d6f60a55,ADI058003T,102,Standing,32,BALTIMORE,09,Left,00,Not Distracted,,,F,01,No,04,Possible Injury,98,Other,97,Not Applicable,MD,b22db046-2f37-4808-ad3f-4254db4946a3,06,N,21216
Pedestrian,554a47c6-2cd5-4c9b-afc3-83fb9a95957a,ADI0580045,98,Other,32,BROOKLYN,03,Right,03,"Other Action (looking away from task, etc.)",99,Unknown,M,01,No,03,Suspected Minor Injury,15,Non-Trafficway Area,97,Not Applicable,MD,aec32497-1b74-4340-9683-2d17d09b92bc,06,N,21225
Pedestrian,20c918b3-5ebe-448f-a916-00e33001a4c6,ADI0580045,98,Other,39,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,15,Non-Trafficway Area,97,Not Applicable,MD,aec32497-1b74-4340-9683-2d17d09b92bc,06,N,21230
Scooter (non-Electric),01cb8a9f-ce64-485d-be3b-0175364c321e,ADI0680042,99,Unknown,59,BALTIMORE,99,Unknown,00,Not Distracted,,,M,01,No,02,Suspected Serious Injury,07,Travel Lane – Other Location,99,Unknown,MD,d2485469-b7c1-40a3-b8b3-163193ac3e08,10,N,21223
Scooter (electric),7965ce33-26bd-4bd4-a421-0cb92e4bc47c,ADI0820011,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),19,LUTHERVILLE,09,Left,00,Not Distracted,,,M,02,EMS,04,Possible Injury,03,Intersection – Other,99,Unknown,MD,4968ab19-ef27-4492-9d1b-31b83464e47e,102,N,21093
Pedestrian,c1c6a4fd-d56c-4d2e-8fd4-2eb94d0f1b63,ADI112008B,101,Cross/Enter Not at Intersection,11,BALTIMORE,09,Left,02,"Manually Operating (dialing, playing game, etc.)",99,Unknown,M,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,MD,5ec65551-cf62-4034-b348-0ccc078078b8,06,N,21213
Occupant of Motor Vehicle Not in Transport,b2af0b57-35ce-4de5-bcde-be7fc9c23967,ADI126001F,103,Getting Off/On Vehicle,51,BURLINGTON,12,Front,99,Unknown,99,Unknown,F,01,No,02,Suspected Serious Injury,98,Other,02,Transit,MA,317128d3-674e-459a-8676-14d42d97adfe,103,N,01803
Pedestrian,3294c26c-6b4b-4914-93f7-6ce251f19135,ADI178000D,98,Other,39,BALTIMORE,99,Unknown,03,"Other Action (looking away from task, etc.)",99,Unknown,F,02,EMS,02,Suspected Serious Injury,98,Other,97,Not Applicable,MD,95929720-a2c0-414d-89b8-9e96f1b8efc2,06,N,21222
Pedestrian,ad068dad-1101-4fd7-ac1d-41f483e3bb0e,ADI181003K,07,Walking/Cycling on Sidewalk,57,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,98,Other,97,Not Applicable,MD,a0502f70-db27-48f0-9aee-b2a58033947d,06,N,21229
Pedestrian,60588b35-b087-48b2-bd0b-0591586f0c1c,ADI194004H,99,Unknown,38,ROSEDALE,06,Rear,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,aff11a87-0495-4b49-81b9-169e0fb51fbb,06,N,21237
Pedestrian,7176956c-3a5e-4700-8756-8dae31df6426,ADI205003W,100,Cross/Enter at Intersection,33,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,F,04,Police,04,Possible Injury,03,Intersection – Other,97,Not Applicable,MD,6211158d-d572-4cdf-b21b-5756ad329d44,06,N,21206
Scooter (non-Electric),444c4710-39bb-4bb7-acec-385ca5f5d207,ADI2050040,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),11,BALTIMORE,03,Right,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,03,Intersection – Other,97,Not Applicable,MD,9f841ccf-d3bb-4f62-9806-10d297ccaa14,10,N,21213
Cyclist (Electric),bdce7326-d156-4eb6-a641-e8d2b7337f9f,ADI2050043,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),52,BALTIMORE,03,Right,99,Unknown,99,Unknown,M,04,Police,05,No Apparent Injury,06,Shoulder/Roadside,97,Not Applicable,MD,70c7f928-88f4-401b-83e3-0dd4c466fe08,100,N,21213
Pedestrian,2501db5f-6bfc-4e20-a992-535d18d2e4f9,ADI262003Q,101,Cross/Enter Not at Intersection,48,BALTIMORE,09,Left,99,Unknown,99,Unknown,F,01,No,04,Possible Injury,07,Travel Lane – Other Location,97,Not Applicable,MD,797a9bc5-e39c-4b3b-856f-f06c76456467,06,N,21205
Pedestrian,04a3d27b-ab9d-4d97-9ac7-d396ddcf8b33,ADI2840045,100,Cross/Enter at Intersection,35,BALTIMORE,12,Front,00,Not Distracted,,,F,04,Police,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,d22926db-c07f-4394-aeae-60c65f8e71a6,06,N,21211
Pedestrian,a7cc2a5f-41e6-49b2-a5c7-23a9afef3686,ADI2840048,105,Other Working,40,BALTIMORE,12,Front,00,Not Distracted,,,F,04,Police,04,Possible Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,6b68a355-e734-431e-950d-1324b2db869a,06,N,21202
Pedestrian,3f77a09b-2c23-4fc5-b1c3-a7b4e71f386f,ADI2840049,102,Standing,49,BALTIMORE,12,Front,03,"Other Action (looking away from task, etc.)",99,Unknown,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,1ad9a232-3185-477e-b48d-af0c3248b0de,06,N,21212
Pedestrian,908d8d96-1525-4f48-97d0-f77a1db32472,ADI284004H,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),6,BALTIMORE,09,Left,00,Not Distracted,,,M,02,EMS,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,4a2ac867-8ad2-45ab-b2d8-d674af8a60c4,06,N,21206
Pedestrian,ef73ecc6-33f1-4e4e-aff5-68585fec8ce7,ADI284004K,100,Cross/Enter at Intersection,12,BALTIMORE,09,Left,03,"Other Action (looking away from task, etc.)",06,External (to vehicle/non-motorist area),F,01,No,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,02,Transit,MD,0ce38495-e119-4c3b-b041-357bac51a0ea,06,N,21231
Scooter (electric),484c62f7-7d5c-42ea-802f-29174a59368c,ADI286006Y,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),44,BALTIMORE,12,Front,99,Unknown,99,Unknown,M,02,EMS,02,Suspected Serious Injury,03,Intersection – Other,97,Not Applicable,MD,17749307-8053-439e-a19e-4d772eb87040,102,N,21213
Pedestrian,91b227df-c35a-40a3-954b-57a17cd01269,ADI286007D,99,Unknown,37,BALTIMORE,09,Left,99,Unknown,99,Unknown,F,01,No,04,Possible Injury,99,Unknown,97,Not Applicable,MD,efd6b0cc-5d27-4441-9426-3ca20206dd0f,06,N,21223
Cyclist (Electric),9f48bb7e-e610-461d-b750-a8ac3977bb17,ADI286007F,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),26,BALTIMORE,12,Front,99,Unknown,99,Unknown,M,01,No,05,No Apparent Injury,06,Shoulder/Roadside,99,Unknown,MD,02bf7a7f-805f-4142-8d5c-68b7308fd233,100,N,21202
Pedestrian,142f5832-535a-409c-9cae-00477654fd4b,ADI289006M,100,Cross/Enter at Intersection,0,BALTIMORE,09,Left,00,Not Distracted,,,M,04,Police,05,No Apparent Injury,01,Intersection – Marked Crosswalk,02,Transit,MD,596c76f4-f724-4874-82cb-31bb6bea31d8,06,N,21215
Pedestrian,1c12894b-387e-454a-8864-9d613aa8eab9,ADI289006M,100,Cross/Enter at Intersection,7,BALTIMORE,09,Left,00,Not Distracted,,,F,02,EMS,04,Possible Injury,01,Intersection – Marked Crosswalk,02,Transit,MD,596c76f4-f724-4874-82cb-31bb6bea31d8,06,N,21215
Pedestrian,d6cffcb1-651d-4e0a-a221-1af6ab4f4138,ADI289006M,100,Cross/Enter at Intersection,29,BALTIMORE,09,Left,00,Not Distracted,,,F,04,Police,05,No Apparent Injury,01,Intersection – Marked Crosswalk,02,Transit,MD,596c76f4-f724-4874-82cb-31bb6bea31d8,06,N,21215
Scooter (electric),d4942ebc-0f5b-45ed-b26d-6c7f4b3ac133,ADI2890075,98,Other,19,BALTIMORE,09,Left,99,Unknown,99,Unknown,F,04,Police,04,Possible Injury,99,Unknown,02,Transit,MD,7e6cc5f1-8422-4c1f-b56c-847666e03e68,102,N,21215
Pedestrian,d3c8acce-75a2-4831-a8b3-418ba1371a6e,ADI293003Q,07,Walking/Cycling on Sidewalk,23,BALTIMORE,09,Left,99,Unknown,99,Unknown,M,01,No,05,No Apparent Injury,14,Driveway Access,99,Unknown,MD,e0f9f8f4-7f4c-4580-acf3-3355b72a561f,06,N,21213
Pedestrian,8f7b9376-1be6-4640-835a-febe8e2ecef3,ADI304002X,101,Cross/Enter Not at Intersection,9,BALTIMORE,12,Front,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,59586f5e-2fcb-4f17-992f-df4299edcc5b,06,N,21229
Pedestrian,c3d61339-a3d4-4e9f-9fe5-8f0cf0f3d311,ADI3040034,103,Getting Off/On Vehicle,36,WINDSOR MILL,09,Left,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,06,Shoulder/Roadside,02,Transit,MD,c8edbe19-f6e4-4224-90d3-f44559857996,06,N,21244
Pedestrian,ca556a46-bb48-4f9c-bfa2-849d1c8d2680,ADI340006L,101,Cross/Enter Not at Intersection,40,BALTIMORE,03,Right,01,Talking/listening,02,Hand-Held Mobile Phone,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,2ea18568-943c-41a9-8436-d569dc0f1812,06,N,21214
Cyclist (Electric),9d7f6fa0-f851-4140-a1eb-d637264810b3,ADI340006W,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),35,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,03,Intersection – Other,97,Not Applicable,MD,30bae47d-b5bd-4b14-8a41-81a934d87f3c,100,N,21206
Pedestrian,b7a650c6-bdce-40c2-8da5-ff49055f3a58,ADI387001Q,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),25,BALTIMORE,09,Left,00,Not Distracted,,,M,04,Police,03,Suspected Minor Injury,06,Shoulder/Roadside,97,Not Applicable,MD,5462c7d1-f78c-407e-bbb4-79519ff08392,06,N,21221
Scooter (electric),16860ea3-e3eb-4f55-b243-3fa0aca9340a,ADI388008V,100,Cross/Enter at Intersection,31,BALTIMORE,12,Front,00,Not Distracted,,,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,02,Transit,MD,92f74a89-cfb9-4573-8d85-83baa571166e,102,N,21205
Pedestrian,c578e0b2-d807-40a0-bac6-c335eb9453cb,ADI3880092,101,Cross/Enter Not at Intersection,16,ELKRIDGE,09,Left,00,Not Distracted,,,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,01,School,MD,8cc99c3c-bbae-47c6-aede-f448ff7c80db,06,N,21075
Cyclist (non-electric),df4c05d1-b48d-4cfa-99f6-b360a22b34cc,ADI4350038,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),23,BEL AIR,09,Left,00,Not Distracted,,,M,01,No,02,Suspected Serious Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,3454af06-d9d6-4037-81a4-90e9a9d5fbce,101,N,21015
Pedestrian,fbfe59ff-389a-4af3-9a33-d4df79042207,ADI435003H,100,Cross/Enter at Intersection,22,BALTIMORE,09,Left,00,Not Distracted,,,F,02,EMS,04,Possible Injury,01,Intersection – Marked Crosswalk,97,Not Applicable,MD,670ebdf7-6022-4cad-a84b-038ce995c0fd,06,N,21213
Pedestrian,18907d17-843f-413b-9717-e7ead54b0406,ADI435003N,101,Cross/Enter Not at Intersection,14,BALTIMORE,06,Rear,00,Not Distracted,,,F,02,EMS,03,Suspected Minor Injury,10,On-Street Bike Lanes,02,Transit,MD,84601b9b-33a7-420e-841b-30be55ddfa84,06,N,21218
Pedestrian,6a036a72-7232-48d9-b17a-c7436ae95c17,ADI44400B5,99,Unknown,23,BALTIMORE,03,Right,00,Not Distracted,,,M,02,EMS,02,Suspected Serious Injury,99,Unknown,99,Unknown,MD,6ce996fa-453d-4ae5-b074-431ef6cfff9c,06,N,21215
Pedestrian,ceaf1895-988d-471b-a6fe-137d0c0d013c,ADI4580012,101,Cross/Enter Not at Intersection,49,BALTIMORE,09,Left,01,Talking/listening,99,Unknown,M,01,No,02,Suspected Serious Injury,14,Driveway Access,97,Not Applicable,MD,bf95c051-2dde-4b98-b00d-a31c6e0b65f2,06,N,21224
